Date,AAPL,DHR,MSFT
2014-09-02,23.184268951416016,55.510292053222656,39.217430114746094
2014-09-03,22.205726623535156,55.633766174316406,39.104366302490234
2014-09-04,22.021692276000977,55.379539489746094,39.36528015136719
2014-09-05,22.21245765686035,56.03328323364258,39.93063735961914
2014-09-08,22.075551986694336,55.967899322509766,40.41770553588867
2014-09-09,21.992511749267578,55.61924362182617,40.669921875
2014-09-10,22.668066024780273,55.88072967529297,40.739505767822266
2014-09-11,22.764572143554688,56.13496017456055,40.878665924072266
2014-09-12,22.816198348999023,55.84440612792969,40.61774444580078
2014-09-15,22.809459686279297,55.662818908691406,40.2176513671875
2014-09-16,22.636640548706055,56.345619201660156,40.669921875
2014-09-17,22.798233032226562,57.188228607177734,40.461185455322266
2014-09-18,22.845369338989258,57.645843505859375,40.600341796875
2014-09-19,22.659090042114258,57.71122360229492,41.33094787597656
2014-09-22,22.681529998779297,56.77418518066406,40.93086242675781
2014-09-23,23.0361385345459,56.236671447753906,40.495994567871094
2014-09-24,22.836393356323242,56.53487014770508,40.94825744628906
2014-09-25,21.965579986572266,55.01476287841797,40.043704986572266
2014-09-26,22.611963272094727,55.21112823486328,40.365516662597656
2014-09-29,22.468320846557617,55.123844146728516,40.391597747802734
2014-09-30,22.611963272094727,55.26205062866211,40.32202911376953
2014-10-01,22.25959014892578,54.243797302246094,39.92193603515625
2014-10-02,22.421180725097656,54.134700775146484,39.8001708984375
2014-10-03,22.35834503173828,54.50563430786133,40.08719253540039
2014-10-06,22.35834503173828,54.46926498413086,40.08719253540039
2014-10-07,22.1630859375,53.29100799560547,39.60011672973633
2014-10-08,22.623178482055664,54.251068115234375,40.68732452392578
2014-10-09,22.67255401611328,52.92734909057617,39.878456115722656
2014-10-10,22.60746192932129,52.26548385620117,38.29547882080078
2014-10-13,22.400983810424805,52.14909744262695,37.964988708496094
2014-10-14,22.1630859375,52.36730194091797,38.03455352783203
2014-10-15,21.89151382446289,52.35274887084961,37.590980529785156
2014-10-16,21.604236602783203,53.96014404296875,37.173500061035156
2014-10-17,21.920696258544922,54.39653778076172,37.947574615478516
2014-10-20,22.3897647857666,54.352901458740234,38.3389778137207
2014-10-21,22.997983932495117,55.45842361450195,39.034786224365234
2014-10-22,23.114688873291016,54.96385192871094,38.599910736083984
2014-10-23,23.527658462524414,56.26575469970703,39.15653991699219
2014-10-24,23.61518669128418,56.702152252197266,40.12196731567383
2014-10-27,23.59049415588379,56.636695861816406,39.93063735961914
2014-10-28,23.956323623657227,57.99678421020508,40.43509292602539
2014-10-29,24.090988159179688,57.676761627197266,40.54816436767578
2014-10-30,24.01019287109375,57.9749641418457,40.05239486694336
2014-10-31,24.239112854003906,58.47682571411133,40.835182189941406
2014-11-03,24.55333137512207,58.1640739440918,41.26136779785156
2014-11-04,24.373779296875,58.17862319946289,41.37443161010742
2014-11-05,24.432132720947266,58.745933532714844,41.62667465209961
2014-11-06,24.502002716064453,59.102317810058594,42.357261657714844
2014-11-07,24.57188606262207,59.05140686035156,42.339866638183594
2014-11-10,24.531307220458984,59.12413787841797,42.52252197265625
2014-11-11,24.727420806884766,59.21141052246094,42.5051155090332
2014-11-12,25.076807022094727,59.902366638183594,42.42684555053711
2014-11-13,25.43069839477539,59.93146514892578,43.14873504638672
2014-11-14,25.737253189086914,59.80782699584961,43.122650146484375
2014-11-17,25.69442367553711,59.9096565246582,43.018280029296875
2014-11-18,26.02803611755371,60.062381744384766,42.65943145751953
2014-11-19,25.847707748413086,60.055110931396484,42.204307556152344
2014-11-20,26.21737289428711,60.01146697998047,42.624412536621094
2014-11-21,26.253440856933594,60.7969856262207,41.994239807128906
2014-11-24,26.740325927734375,60.738807678222656,41.65290832519531
2014-11-25,26.508155822753906,60.644256591796875,41.547874450683594
2014-11-26,26.823726654052734,60.695159912109375,41.792945861816406
2014-11-28,26.80795669555664,60.77516555786133,41.8454475402832
2014-12-01,25.937870025634766,60.41877365112305,42.55440139770508
2014-12-02,25.83868408203125,60.78971481323242,42.41435623168945
2014-12-03,26.131715774536133,61.71342849731445,42.081764221191406
2014-12-04,26.03254508972168,61.51704406738281,42.7469596862793
2014-12-05,25.922086715698242,61.735233306884766,42.379356384277344
2014-12-08,25.336021423339844,61.63340759277344,41.749176025390625
2014-12-09,25.723731994628906,61.357025146484375,41.65290832519531
2014-12-10,25.23459243774414,60.46967315673828,41.04896926879883
2014-12-11,25.16020393371582,61.058815002441406,41.2852897644043
2014-12-12,24.73418426513672,60.920631408691406,41.09274673461914
2014-12-15,24.39607048034668,60.65150833129883,40.8476676940918
2014-12-16,24.062456130981445,59.80782699584961,39.526058197021484
2014-12-17,24.662052154541016,61.05154037475586,40.033695220947266
2014-12-18,25.39238166809082,62.549842834472656,41.59162902832031
2014-12-19,25.19626808166504,62.74619674682617,41.714168548583984
2014-12-22,25.457748413085938,63.32078170776367,41.994239807128906
2014-12-23,25.367578506469727,63.39359664916992,42.405609130859375
2014-12-24,25.24811553955078,63.197017669677734,42.13427734375
2014-12-26,25.69442367553711,63.1533088684082,41.90672302246094
2014-12-29,25.676401138305664,63.26252365112305,41.530364990234375
2014-12-30,25.363073348999023,62.79653549194336,41.154014587402344
2014-12-31,24.880695343017578,62.410614013671875,40.65511703491211
2015-01-02,24.644012451171875,62.41787338256836,40.92644119262695
2015-01-05,23.94975471496582,61.79893493652344,40.55009078979492
2015-01-06,23.952007293701172,61.37661361694336,39.954925537109375
2015-01-07,24.287872314453125,61.747982025146484,40.46257400512695
2015-01-08,25.221067428588867,62.701866149902344,41.65290832519531
