Date,0
2014-09-02,31.440749626460036
2014-09-03,30.912920839204563
2014-09-04,30.959890545822503
2014-09-05,31.344346639678232
2014-09-08,31.53110999760665
2014-09-09,31.621994048591674
2014-09-10,31.981996776550773
2014-09-11,32.10039222897507
2014-09-12,31.989924768763263
2014-09-15,31.77935678376926
2014-09-16,31.930870296448234
2014-09-17,31.900178714061344
2014-09-18,31.99489683616818
2014-09-19,32.28417651859794
2014-09-22,32.08760742127426
2014-09-23,32.03228711706447
2014-09-24,32.17088978684793
2014-09-25,31.284553933331345
2014-09-26,31.761278422798696
2014-09-29,31.70591774887926
2014-09-30,31.738742032389
2014-10-01,31.434976850237163
2014-10-02,31.448194594610307
2014-10-03,31.568246205647785
2014-10-06,31.568246205647785
2014-10-07,31.22099776495071
2014-10-08,32.0076170421782
2014-10-09,31.608579363141743
2014-10-10,30.750797635033017
2014-10-13,30.480004083542596
2014-10-14,30.40324874151321
2014-10-15,30.0424443199521
2014-10-16,29.687808808826265
2014-10-17,30.24257823399135
2014-10-20,30.670018513997395
2014-10-21,31.322617122105193
2014-10-22,31.150942666190012
2014-10-23,31.63802446637835
2014-10-24,32.18391763596308
2014-10-27,32.072235470726376
2014-10-28,32.50964845929827
2014-10-29,32.63272312709263
2014-10-30,32.3353643871489
2014-10-31,32.85306658063616
2014-11-03,33.15644896499754
2014-11-04,33.12895403884527
2014-11-05,33.2876416454165
2014-11-06,33.69976859205351
2014-11-07,33.7242627331591
2014-11-10,33.79945872149129
2014-11-11,33.8844834275133
2014-11-12,34.01144862738181
2014-11-13,34.555256055096
2014-11-14,34.688726124801036
2014-11-17,34.614109204510065
2014-11-18,34.58811785480169
2014-11-19,34.265782528974874
2014-11-20,34.66076437882551
2014-11-21,34.35148359283687
2014-11-24,34.40806225153405
2014-11-25,34.24230248158372
2014-11-26,34.52062612818921
2014-11-28,34.54027859244759
2014-12-01,34.49045220322496
2014-12-02,34.37032095841535
2014-12-03,34.33847349271999
2014-12-04,34.63563054002176
2014-12-05,34.392168480580246
2014-12-08,33.7845692071389
2014-12-09,33.92058591767559
2014-12-10,33.37306350047194
2014-12-11,33.45986118466835
2014-12-12,33.155794323898675
2014-12-15,32.866654568769796
2014-12-16,32.02179507758673
2014-12-17,32.572371205006995
2014-12-18,33.729947232824614
2014-12-19,33.699410220769444
2014-12-22,33.969931820246174
2014-12-23,34.13988183990238
2014-12-24,33.94198103777067
2014-12-26,34.038073276910254
2014-12-29,33.83438912339098
2014-12-30,33.48910653121828
2014-12-31,32.99926290737362
2015-01-02,33.02638079425481
2015-01-05,32.49842852494848
2015-01-06,32.19108716709407
2015-01-07,32.615198225486935
2015-01-08,33.679549870528575
2015-01-09,33.51108557032788
2015-01-12,32.94515537652443
2015-01-13,32.94114886306402
2015-01-14,32.71431316165473
2015-01-15,32.174498024887924
2015-01-16,32.429503102940835
2015-01-20,32.79262060630978
2015-01-21,32.66914759658453
2015-01-22,33.52602915125569
2015-01-23,33.61140075443298
2015-01-26,33.54726241704986
2015-01-27,31.146189456849584
2015-01-28,31.146340557909383
2015-01-29,31.906309172863097
2015-01-30,30.987980504674233
2015-02-02,31.58103996515274
2015-02-03,31.729372337460518
2015-02-04,31.936606749892235
2015-02-05,32.306804940104485
2015-02-06,32.179781913757324
2015-02-09,32.241999968886375
2015-02-10,32.599272564053535
2015-02-11,32.80669918656349
2015-02-12,33.30117912590504
2015-02-13,33.72426423430443
2015-02-17,33.814223155379295
2015-02-18,33.88704623281956
2015-02-19,33.84416614472866
2015-02-20,34.122851714491844
2015-02-23,34.63311840593815
2015-02-24,34.51614561676979
2015-02-25,34.10622389614582
2015-02-26,34.313926205039024
2015-02-27,34.00627762079239
2015-03-02,33.976835561353106
2015-03-03,33.73679081229277
2015-03-04,33.54738266523495
2015-03-05,33.33485177505848
2015-03-06,33.01852523448855
2015-03-09,33.29846670461256
2015-03-10,32.63951048740121
2015-03-11,32.36657395473746
2015-03-12,32.17868254905523
2015-03-13,32.24568979130235
2015-03-16,32.47669925246127
2015-03-17,32.770261365313864
2015-03-18,33.2878154488497
2015-03-19,33.086346249247704
2015-03-20,33.17514650211778
2015-03-23,33.31068841801133
2015-03-24,33.27130570522574
2015-03-25,32.258499456006426
2015-03-26,32.240958280341566
2015-03-27,32.02379794453466
2015-03-30,32.36354286726131
2015-03-31,32.014577954314476
2015-04-01,32.02170478465945
2015-04-02,31.946381546730215
2015-04-06,32.73700137471044
2015-04-07,32.58015996356343
2015-04-08,32.485454027042834
2015-04-09,32.618359543556394
2015-04-10,32.7858750542929
2015-04-13,32.77627461455589
2015-04-14,32.66612243652344
2015-04-15,32.99341139682504
2015-04-16,32.881141840025435
2015-04-17,32.481616219808885
2015-04-20,33.37620047635811
2015-04-21,33.17864786192428
2015-04-22,33.52472664589106
2015-04-23,33.797980641209804
2015-04-24,35.902511286181074
2015-04-27,36.235955171806864
2015-04-28,36.513541110726294
2015-04-29,36.25673107768214
2015-04-30,35.68277199323787
2015-05-01,36.11103341745776
2015-05-04,35.89457840143248
2015-05-05,35.28678876300191
2015-05-06,34.605992339378176
2015-05-07,34.88018834313681
2015-05-08,35.61387115301088
2015-05-11,35.29894633625829
2015-05-12,35.240092610203945
2015-05-13,35.38152020476585
2015-05-14,36.19745875513831
2015-05-15,35.98863131500954
2015-05-18,36.01554307272268
2015-05-19,35.94793661250625
2015-05-20,35.94682440646859
2015-05-21,36.02175255708916
2015-05-22,35.913808911345726
2015-05-26,35.449955075286155
2015-05-27,36.17978078265523
2015-05-28,36.07854284242142
